,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,positive_rate,stringency_index,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_raw,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_per_million,new_people_vaccinated,new_people_vaccinated_per_hundred,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_per_thousand_smoothed,tests_per_case
0,2020-02-26,1.000,1.000,,,,,0.096,0.096,,,,,,,,,,,11.110,,,,,,,,,,,,,,,,,,,,,
1,2020-02-27,3.000,2.000,,,,,0.288,0.192,,,,,,,,,,,11.110,,,,,,,,,,,,,,,,,,,,,
2,2020-02-28,4.000,1.000,,,,,0.384,0.096,,,,,,,,,,,11.110,,,,,,,,,,,,,,,,,,,,,
3,2020-02-29,4.000,0.000,,,,,0.384,0.000,,,,,,,,,,,19.440,,,,,,,,,,,,,,,,,,,,,
4,2020-03-01,7.000,3.000,,,,,0.672,0.288,,,,,,0.000,0.000,10.697,1.026,,19.440,,,,,,,,,,,,,,,,,,,,,
5,2020-03-02,7.000,0.000,,,,,0.672,0.000,,,,,,,,,,,19.440,,,,,,,,,,,,,,,,,,,,,
6,2020-03-03,7.000,0.000,1.000,,,,0.672,0.000,0.096,,,,,,,,,,19.440,,,,,,,,,,,,,,,,,,,,,
7,2020-03-04,9.000,2.000,1.143,,,,0.863,0.192,0.110,,,,,,,,,,19.440,,,,,,,,,,,,,,,,,,,,,
8,2020-03-05,31.000,22.000,4.000,,,,2.974,2.111,0.384,,,,,,,,,,28.700,,,,,,,,,,,,,,,,,,,,,
9,2020-03-06,45.000,14.000,5.857,,,,4.317,1.343,0.562,,,,,,,,,,28.700,,,,,,,,,,,,,,,,,,,,,
10,2020-03-07,46.000,1.000,6.000,,,,4.413,0.096,0.576,,,,,,,,,,28.700,,,,,,,,,,,,,,,,,,,,,
11,2020-03-08,73.000,27.000,9.429,,,,7.004,2.590,0.905,,,,,1.945,0.187,29.173,2.799,,28.700,,,,,,,,,,,,,,,,,,,,,
12,2020-03-09,73.000,0.000,9.429,,,,7.004,0.000,0.905,,,,,,,,,,31.480,,,,,,,,,,,,,,,,,,,,,
13,2020-03-10,89.000,16.000,11.714,,,,8.539,1.535,1.125,,,,,,,,,0.065,33.330,,,,,,,,,,,,,,,,,,,,,15.300
14,2020-03-11,99.000,10.000,12.857,1.000,1.000,,9.498,0.959,1.234,0.096,0.096,,,,,,,0.072,33.330,,,,,,,,,,,,,,,,,,,,,13.900
15,2020-03-12,99.000,0.000,9.714,1.000,0.000,,9.498,0.000,0.933,0.096,0.000,,,,,,,0.054,40.740,,,,,,,,,,,,,,,2180.000,,0.209,,,,18.400
16,2020-03-13,190.000,91.000,20.714,1.000,0.000,,18.229,8.731,1.989,0.096,0.000,,,,,,,0.091,40.740,,,,,,,,,,,,,,,2700.000,520.000,0.259,0.050,,,11.000
17,2020-03-14,228.000,38.000,26.000,3.000,2.000,,21.875,3.646,2.496,0.288,0.192,,1.530,,,,,0.086,54.630,,,,,,,,,,,,,,,3400.000,700.000,0.326,0.067,,,11.600
18,2020-03-15,331.000,103.000,36.857,4.000,1.000,,31.757,9.882,3.538,0.384,0.096,,1.510,12.642,1.213,64.180,6.158,0.102,54.630,,,,,,,,,,,,,,,4000.000,600.000,0.384,0.058,,,9.800
19,2020-03-16,331.000,0.000,36.857,4.000,0.000,,31.757,0.000,3.538,0.384,0.000,,1.460,,,,,0.096,54.630,,,,,,,,,,,,,,,4320.000,320.000,0.415,0.031,,,10.400
20,2020-03-17,387.000,56.000,42.571,5.000,1.000,0.714,37.129,5.373,4.087,0.480,0.096,0.069,1.430,,,,,0.089,54.630,,,,,,,,,,,,,,,4900.000,580.000,0.470,0.056,544.000,0.052,11.200
21,2020-03-18,418.000,31.000,45.571,5.000,0.000,0.571,40.103,2.974,4.375,0.480,0.000,0.055,1.400,,,,,0.080,65.740,,,,,,,,,,,,,,,6000.000,1100.000,0.576,0.106,636.667,0.061,12.500
22,2020-03-19,418.000,0.000,45.571,6.000,1.000,0.714,40.103,0.000,4.375,0.576,0.096,0.069,1.390,,,,,0.072,65.740,,,,,,,,,,,,,,,6300.000,300.000,0.605,0.029,588.571,0.057,13.800
23,2020-03-20,495.000,77.000,43.571,6.000,0.000,0.714,47.491,7.387,4.183,0.576,0.000,0.069,1.410,,,,,0.068,65.740,,,,,,,,,,,,,,,7172.000,872.000,0.689,0.084,638.857,0.061,14.700
24,2020-03-21,530.000,35.000,43.143,13.000,7.000,1.429,50.849,3.358,4.142,1.247,0.672,0.137,1.420,,,,,0.068,74.070,,,,,,,,,,,,,,,7830.000,658.000,0.752,0.063,632.857,0.061,14.700
25,2020-03-22,624.000,94.000,41.857,15.000,2.000,1.571,59.867,9.018,4.018,1.439,0.192,0.151,1.420,41.814,4.012,170.175,16.327,0.073,74.070,,,,,,,,,,,,,,,8006.000,176.000,0.769,0.017,572.286,0.055,13.700
26,2020-03-23,695.000,71.000,52.000,17.000,2.000,1.857,66.679,6.812,4.992,1.631,0.192,0.178,1.410,,,,,0.084,84.260,,,,,,,,,,,,,,,8644.000,638.000,0.830,0.061,617.714,0.059,11.900
27,2020-03-24,743.000,48.000,50.857,20.000,3.000,2.143,71.284,4.605,4.882,1.919,0.288,0.206,1.380,,,,,0.091,84.260,,,,,,,,,,,,,,,9071.000,427.000,0.871,0.041,595.857,0.057,11.000
28,2020-03-25,821.000,78.000,57.571,22.000,2.000,2.429,78.768,7.483,5.527,2.111,0.192,0.233,1.370,,,,,0.090,84.260,,,,,,,,,,,,,,,10495.000,1424.000,1.008,0.137,642.143,0.062,11.200
29,2020-03-26,892.000,71.000,67.714,26.000,4.000,2.857,85.580,6.812,6.501,2.494,0.384,0.274,1.350,,,,,0.088,84.260,,,,,,,,,,,,,,,10495.000,0.000,1.008,0.000,599.286,0.058,11.400
30,2020-03-27,966.000,74.000,67.286,28.000,2.000,3.143,92.679,7.100,6.459,2.686,0.192,0.302,1.320,,,,,0.075,84.260,,,,,,,,,,,,,,,13477.000,2982.000,1.294,0.286,900.714,0.086,13.400
31,2020-03-28,1061.000,95.000,75.857,32.000,4.000,2.714,101.794,9.114,7.282,3.070,0.384,0.261,1.300,,,,,0.081,84.260,,,,,,,,,,,,,,,14363.000,886.000,1.379,0.085,933.286,0.090,12.300
32,2020-03-29,1156.000,95.000,76.000,38.000,6.000,3.286,110.908,9.114,7.296,3.646,0.576,0.315,1.270,53.484,5.131,306.316,29.388,0.074,84.260,,,,,,,,,,,,,,,15151.000,788.000,1.454,0.076,1020.714,0.098,13.400
33,2020-03-30,1212.000,56.000,73.857,43.000,5.000,3.714,116.281,5.373,7.090,4.125,0.480,0.357,1.240,,,,,0.071,84.260,,,,,,,,,,,,,,,15961.000,810.000,1.532,0.078,1045.286,0.100,14.100
34,2020-03-31,1314.000,102.000,81.571,49.000,6.000,4.143,126.067,9.786,7.831,4.701,0.576,0.398,1.210,,,,,0.075,84.260,,,,,,,,,,,,,,,16732.000,771.000,1.606,0.074,1094.429,0.105,13.400
35,2020-04-01,1415.000,101.000,84.857,50.000,1.000,4.000,135.757,9.690,8.146,4.797,0.096,0.384,1.170,,,,,0.087,84.260,,,,,,,,,,,,,,,17350.000,618.000,1.666,0.059,979.286,0.094,11.500
36,2020-04-02,1544.000,129.000,93.143,53.000,3.000,3.857,148.133,12.376,8.942,5.085,0.288,0.370,1.130,,,,,0.095,84.260,,,,,,,,,,,,,,,18844.000,1494.000,1.809,0.143,1192.714,0.115,10.500
37,2020-04-03,1613.000,69.000,92.429,63.000,10.000,5.000,154.753,6.620,8.873,6.044,0.959,0.480,1.070,,,,,0.072,84.260,,,,,,,,,,,,,,,22437.000,3593.000,2.154,0.345,1280.000,0.123,13.800
38,2020-04-04,1673.000,60.000,87.429,68.000,5.000,5.143,160.510,5.756,8.393,6.524,0.480,0.494,1.020,,,,,0.068,84.260,,,,,,,,,,,,,,,23333.000,896.000,2.240,0.086,1281.429,0.123,14.700
39,2020-04-05,1735.000,62.000,82.714,73.000,5.000,5.000,166.458,5.948,7.941,7.004,0.480,0.480,0.980,38.897,3.732,166.286,15.954,0.056,84.260,,,,,,,,,,,,,,,25453.000,2120.000,2.443,0.204,1471.714,0.141,17.800
40,2020-04-06,1755.000,20.000,77.571,79.000,6.000,5.143,168.377,1.919,7.447,7.579,0.576,0.494,0.940,,,,,0.053,84.260,,,,,,,,,,,,,,,26193.000,740.000,2.515,0.071,1461.714,0.140,18.800
41,2020-04-07,1832.000,77.000,74.000,81.000,2.000,4.571,175.764,7.387,7.104,7.771,0.192,0.439,0.910,,,,,0.044,84.260,,,,,,,,,,,,,,,28584.000,2391.000,2.744,0.230,1693.143,0.163,22.900
42,2020-04-08,1884.000,52.000,67.000,83.000,2.000,4.714,180.753,4.989,6.432,7.963,0.192,0.453,0.890,,,,,0.031,84.260,,,,,,,,,,,,,,,32528.000,3944.000,3.123,0.379,2168.286,0.208,32.400
43,2020-04-09,1955.000,71.000,58.714,87.000,4.000,4.857,187.565,6.812,5.637,8.347,0.384,0.466,0.880,,,,,0.028,84.260,,,,,,,,,,,,,,,33634.000,1106.000,3.229,0.106,2112.857,0.203,36.000
44,2020-04-10,2011.000,56.000,56.857,92.000,5.000,4.143,192.938,5.373,5.458,8.827,0.480,0.398,0.850,,,,,0.031,84.260,,,,,,,,,,,,,,,35432.000,1798.000,3.401,0.173,1856.429,0.178,32.600
45,2020-04-11,2081.000,70.000,58.286,93.000,1.000,3.571,199.654,6.716,5.595,8.923,0.096,0.343,0.830,,,,,0.029,84.260,,,,,,,,,,,,,,,37344.000,1912.000,3.585,0.184,2001.571,0.192,34.300
46,2020-04-12,2114.000,33.000,54.143,98.000,5.000,3.571,202.820,3.166,5.198,9.402,0.480,0.343,0.790,19.449,1.866,104.050,9.983,0.023,84.260,,,,,,,,,,,,,,,42261.000,4917.000,4.057,0.472,2401.143,0.231,44.300
47,2020-04-13,2145.000,31.000,55.714,99.000,1.000,2.857,205.794,2.974,5.349,9.498,0.096,0.274,0.770,,,,,0.023,84.260,,,,,,,,,,,,,,,43417.000,1156.000,4.168,0.111,2460.571,0.236,44.200
48,2020-04-14,2170.000,25.000,48.286,101.000,2.000,2.857,208.192,2.399,4.635,9.690,0.192,0.274,0.740,,,,,0.020,84.260,,,,,,,,,,,,,,,48798.000,5381.000,4.685,0.517,2887.714,0.277,49.800
49,2020-04-15,2192.000,22.000,44.000,102.000,1.000,2.714,210.303,2.111,4.224,9.786,0.096,0.261,0.740,,,,,0.021,84.260,,,,,,,,,,,,,,,49390.000,592.000,4.741,0.057,2408.857,0.231,48.200
50,2020-04-16,2207.000,15.000,36.000,105.000,3.000,2.571,211.742,1.439,3.456,10.074,0.288,0.247,0.740,,,,,0.016,84.260,,,,,,,,,,,,,,,50771.000,1381.000,4.874,0.133,2448.143,0.235,62.500
51,2020-04-17,2224.000,17.000,30.429,108.000,3.000,2.286,213.373,1.631,2.921,10.362,0.288,0.219,0.760,,,,,0.013,84.260,,,,,,,,,,,,,,,51645.000,874.000,4.958,0.084,2316.143,0.222,76.100
52,2020-04-18,2235.000,11.000,22.000,110.000,2.000,2.429,214.428,1.055,2.112,10.554,0.192,0.233,0.790,,,,,0.010,84.260,,,,,,,,,,,,,,,53290.000,1645.000,5.116,0.158,2278.000,0.219,103.500
53,2020-04-19,2235.000,0.000,17.286,113.000,3.000,2.143,214.428,0.000,1.659,10.841,0.288,0.206,0.830,16.531,1.586,56.401,5.411,0.010,84.260,,,,,,,,,,,,,,,53290.000,0.000,5.116,0.000,1575.571,0.151,95.500
54,2020-04-20,2245.000,10.000,14.286,116.000,3.000,2.429,215.388,0.959,1.371,11.129,0.288,0.233,0.900,,,,,0.009,84.260,,,,,,,,,,,,,,,54344.000,1054.000,5.217,0.101,1561.000,0.150,109.100
55,2020-04-21,2401.000,156.000,33.000,121.000,5.000,2.857,230.355,14.967,3.168,11.609,0.480,0.274,0.970,,,,,0.023,84.260,,,,,,,,,,,,,,,55666.000,1322.000,5.344,0.127,981.143,0.094,44.400
56,2020-04-22,2408.000,7.000,30.857,121.000,0.000,2.714,231.026,0.672,2.962,11.609,0.000,0.261,0.920,,,,,0.022,84.260,,,,,,,,,,,,,,,56944.000,1278.000,5.467,0.123,1079.143,0.104,44.500
57,2020-04-23,2463.000,55.000,36.571,125.000,4.000,2.857,236.303,5.277,3.511,11.993,0.384,0.274,0.880,,,,,0.026,84.260,,,,,,,,,,,,,,,59241.000,2297.000,5.687,0.221,1210.000,0.116,38.500
58,2020-04-24,2490.000,27.000,38.000,130.000,5.000,3.143,238.893,2.590,3.648,12.472,0.480,0.302,0.830,,,,,0.027,84.260,,,,,,,,,,,,,,,61407.000,2166.000,5.895,0.208,1394.571,0.134,36.700
59,2020-04-25,2506.000,16.000,38.714,130.000,0.000,2.857,240.429,1.535,3.717,12.472,0.000,0.274,0.790,,,,,0.028,84.260,,,,,,,,,,,,,,,63087.000,1680.000,6.056,0.161,1399.571,0.134,36.200
60,2020-04-26,2517.000,11.000,40.286,134.000,4.000,3.000,241.484,1.055,3.867,12.856,0.384,0.288,0.760,9.724,0.933,65.153,6.251,0.026,84.260,,,,,,,,,,,,,,,64608.000,1521.000,6.202,0.146,1616.857,0.155,38.300
61,2020-04-27,2534.000,17.000,41.286,136.000,2.000,2.857,243.115,1.631,3.963,13.048,0.192,0.274,0.740,,,,,0.025,84.260,,,,,,,,,,,,,,,66094.000,1486.000,6.345,0.143,1678.571,0.161,40.700
62,2020-04-28,2566.000,32.000,23.571,138.000,2.000,2.429,246.185,3.070,2.263,13.240,0.192,0.233,0.710,,,,,0.012,84.260,,,,,,,,,,,,,,,69833.000,3739.000,6.704,0.359,2023.857,0.194,85.900
63,2020-04-29,2576.000,10.000,24.000,139.000,1.000,2.571,247.144,0.959,2.304,13.336,0.096,0.247,0.700,,,,,0.011,84.260,,,,,,,,,,,,,,,72130.000,2297.000,6.924,0.221,2169.429,0.208,90.100
64,2020-04-30,2591.000,15.000,18.286,140.000,1.000,2.143,248.584,1.439,1.755,13.432,0.096,0.206,0.690,,,,,0.008,84.260,,,,,,,,,,,,,,,75170.000,3040.000,7.216,0.292,2275.571,0.218,124.500
65,2020-05-01,2612.000,21.000,17.429,140.000,0.000,1.429,250.598,2.015,1.673,13.432,0.000,0.137,0.690,,,,,0.008,84.260,,,,,,,,,,,,,,,77251.000,2081.000,7.416,0.200,2263.429,0.217,129.800
66,2020-05-02,2620.000,8.000,16.286,143.000,3.000,1.857,251.366,0.768,1.563,13.720,0.288,0.178,0.680,,,,,0.008,84.260,,,,,,,,,,,,,,,78207.000,956.000,7.508,0.092,2160.000,0.207,132.600
67,2020-05-03,2626.000,6.000,15.571,144.000,1.000,1.429,251.941,0.576,1.495,13.816,0.096,0.137,0.690,3.890,0.373,36.952,3.545,0.007,84.260,,,,,,,,,,,,,,,79332.000,1125.000,7.616,0.108,2103.429,0.202,135.100
68,2020-05-04,2632.000,6.000,14.000,146.000,2.000,1.429,252.517,0.576,1.344,14.007,0.192,0.137,0.700,,,,,0.007,81.480,,,,,,,,,,,,,,,80951.000,1619.000,7.771,0.155,2122.429,0.204,151.600
69,2020-05-05,2642.000,10.000,10.857,146.000,0.000,1.143,253.477,0.959,1.042,14.007,0.000,0.110,0.710,,,,,0.005,72.220,,,,,,,,,,,,,,,83750.000,2799.000,8.040,0.269,1988.143,0.191,183.100
70,2020-05-06,2663.000,21.000,12.429,147.000,1.000,1.143,255.491,2.015,1.193,14.103,0.096,0.110,0.750,,,,,0.006,72.220,,,,,,,,,,,,,,,87052.000,3302.000,8.357,0.317,2131.714,0.205,171.500
71,2020-05-07,2678.000,15.000,12.429,148.000,1.000,1.143,256.930,1.439,1.193,14.199,0.096,0.110,0.770,,,,,0.006,72.220,,,,,,,,,,,,,,,90043.000,2991.000,8.644,0.287,2124.714,0.204,171.000
72,2020-05-08,2691.000,13.000,11.286,150.000,2.000,1.429,258.178,1.247,1.083,14.391,0.192,0.137,0.780,,,,,0.005,72.220,,,,,,,,,,,,,,,94291.000,4248.000,9.052,0.408,2434.286,0.234,215.700
73,2020-05-09,2710.000,19.000,12.857,151.000,1.000,1.143,260.001,1.823,1.234,14.487,0.096,0.110,0.810,,,,,0.005,72.220,,,,,,,,,,,,,,,97384.000,3093.000,9.349,0.297,2739.571,0.263,213.100
74,2020-05-10,2716.000,6.000,12.857,151.000,0.000,1.000,260.576,0.576,1.234,14.487,0.000,0.096,0.820,3.890,0.373,41.814,4.012,0.005,72.220,,,,,,,,,,,,,,,98877.000,1493.000,9.492,0.143,2792.143,0.268,217.200
75,2020-05-11,2726.000,10.000,13.429,151.000,0.000,0.714,261.536,0.959,1.289,14.487,0.000,0.069,0.830,,,,,0.005,68.520,,,,,,,,,,,,,,,99363.000,486.000,9.539,0.047,2630.286,0.253,195.800
76,2020-05-12,2744.000,18.000,14.571,152.000,1.000,0.857,263.263,1.727,1.399,14.583,0.096,0.082,0.850,,,,,0.005,68.520,,,,,,,,,,,,,,,106054.000,6691.000,10.181,0.642,3186.286,0.306,218.700
77,2020-05-13,2760.000,16.000,13.857,155.000,3.000,1.143,264.798,1.535,1.330,14.871,0.288,0.110,0.860,,,,,0.004,68.520,,,,,,,,,,,,,,,112042.000,5988.000,10.756,0.575,3570.000,0.343,257.600
78,2020-05-14,2770.000,10.000,13.143,156.000,1.000,1.143,265.757,0.959,1.262,14.967,0.096,0.110,0.880,,,,,0.004,68.520,,,,,,,,,,,,,,,116233.000,4191.000,11.158,0.402,3741.429,0.359,284.600
79,2020-05-15,2810.000,40.000,17.000,160.000,4.000,1.429,269.595,3.838,1.632,15.351,0.384,0.137,0.890,,,,,0.005,68.520,,,,,,,,,,,,,,,120015.000,3782.000,11.521,0.363,3674.857,0.353,216.200
80,2020-05-16,2819.000,9.000,15.571,162.000,2.000,1.571,270.458,0.863,1.495,15.542,0.192,0.151,0.860,,,,,0.004,68.520,,,,,,,,,,,,,,,126283.000,6268.000,12.123,0.602,4128.429,0.396,265.100
81,2020-05-17,2834.000,15.000,16.857,163.000,1.000,1.714,271.897,1.439,1.618,15.638,0.096,0.165,0.830,4.862,0.466,19.449,1.866,0.004,68.520,,,,,,,,,,,,,,,128525.000,2242.000,12.338,0.215,4235.429,0.407,251.200
82,2020-05-18,2836.000,2.000,15.714,165.000,2.000,2.000,272.089,0.192,1.509,15.830,0.192,0.192,0.790,,,,,0.003,68.520,,,,,,,,,,,,,,,131684.000,3159.000,12.642,0.303,4617.286,0.443,293.800
83,2020-05-19,2840.000,4.000,13.714,165.000,0.000,1.857,272.473,0.384,1.317,15.830,0.000,0.178,0.770,,,,,0.003,68.520,,,,,,,,,,,,,,,136001.000,4317.000,13.056,0.414,4278.143,0.411,311.900
84,2020-05-20,2850.000,10.000,12.857,166.000,1.000,1.571,273.432,0.959,1.234,15.926,0.096,0.151,0.770,,,,,0.003,68.520,,,,,,,,,,,,,,,139445.000,3444.000,13.387,0.331,3914.714,0.376,304.500
85,2020-05-21,2853.000,3.000,11.857,168.000,2.000,1.714,273.720,0.288,1.138,16.118,0.192,0.165,0.770,,,,,0.003,68.520,,,,,,,,,,,,,,,144078.000,4633.000,13.831,0.445,3977.857,0.382,335.500
86,2020-05-22,2874.000,21.000,9.143,169.000,1.000,1.286,275.735,2.015,0.878,16.214,0.096,0.123,0.790,,,,,0.002,68.520,,,,,,,,,,,,,,,147958.000,3880.000,14.204,0.372,3991.857,0.383,436.600
87,2020-05-23,2876.000,2.000,8.143,171.000,2.000,1.286,275.927,0.192,0.782,16.406,0.192,0.123,0.790,,,,,0.002,68.520,,,,,,,,,,,,,,,152998.000,5040.000,14.688,0.484,3816.429,0.366,468.600
88,2020-05-24,2878.000,2.000,6.286,171.000,0.000,1.143,276.119,0.192,0.603,16.406,0.000,0.110,0.790,3.890,0.373,12.642,1.213,0.002,68.520,,,,,,,,,,,,,,,153963.000,965.000,14.780,0.093,3634.000,0.349,578.100
89,2020-05-25,2882.000,4.000,6.571,172.000,1.000,1.000,276.502,0.384,0.631,16.502,0.096,0.096,0.810,,,,,0.002,68.520,,,,,,,,,,,,,,,155037.000,1074.000,14.884,0.103,3336.143,0.320,507.700
90,2020-05-26,2892.000,10.000,7.429,173.000,1.000,1.143,277.462,0.959,0.713,16.598,0.096,0.110,0.830,,,,,0.002,68.520,,,,,,,,,,,,,,,160991.000,5954.000,15.455,0.572,3570.000,0.343,480.500
91,2020-05-27,2903.000,11.000,7.571,173.000,0.000,1.000,278.517,1.055,0.727,16.598,0.000,0.096,0.860,,,,,0.002,68.520,,,,,,,,,,,,,,,166245.000,5254.000,15.960,0.504,3828.571,0.368,505.700
92,2020-05-28,2906.000,3.000,7.571,175.000,2.000,1.000,278.805,0.288,0.727,16.790,0.192,0.096,0.870,,,,,0.002,68.520,,,,,,,,,,,,,,,170467.000,4222.000,16.365,0.405,3769.857,0.362,498.000
93,2020-05-29,2909.000,3.000,5.000,175.000,0.000,0.857,279.093,0.288,0.480,16.790,0.000,0.082,0.910,,,,,0.001,68.520,,,,,,,,,,,,,,,174844.000,4377.000,16.785,0.420,3840.857,0.369,768.200
94,2020-05-30,2915.000,6.000,5.571,175.000,0.000,0.571,279.668,0.576,0.535,16.790,0.000,0.055,0.970,,,,,0.002,62.040,,,,,,,,,,,,,,,178316.000,3472.000,17.118,0.333,3616.857,0.347,649.300
95,2020-05-31,2917.000,2.000,5.571,175.000,0.000,0.571,279.860,0.192,0.535,16.790,0.000,0.055,1.020,1.945,0.187,7.779,0.746,0.001,62.040,,,,,,,,,,,,,,,180518.000,2202.000,17.330,0.211,3793.571,0.364,681.000
96,2020-06-01,2918.000,1.000,5.143,179.000,4.000,1.000,279.956,0.096,0.494,17.173,0.384,0.096,1.090,,,,,0.001,58.330,,,,,,,,,,,,,,,182423.000,1905.000,17.513,0.183,3912.286,0.376,760.600
97,2020-06-02,2937.000,19.000,6.429,179.000,0.000,0.857,281.779,1.823,0.617,17.173,0.000,0.082,1.190,,,,,0.002,58.330,,,,,,,,,,,,,,,185590.000,3167.000,17.817,0.304,3514.143,0.337,546.600
98,2020-06-03,2937.000,0.000,4.857,179.000,0.000,0.857,281.779,0.000,0.466,17.173,0.000,0.082,1.240,,,,,0.001,58.330,,,,,,,,,,,,,,,193929.000,8339.000,18.617,0.801,3954.857,0.380,691.600
99,2020-06-04,2952.000,15.000,6.571,180.000,1.000,0.714,283.218,1.439,0.631,17.269,0.096,0.069,1.320,,,,,0.002,58.330,,,,,,,,,,,,,,,193929.000,0.000,18.617,0.000,3351.714,0.322,510.100
100,2020-06-05,2967.000,15.000,8.286,180.000,0.000,0.714,284.657,1.439,0.795,17.269,0.000,0.069,1.380,,,,,0.002,58.330,,,,,,,,,,,,,,,229519.000,35590.000,22.034,3.417,7810.714,0.750,482.500
101,2020-06-06,2980.000,13.000,9.286,180.000,0.000,0.714,285.905,1.247,0.891,17.269,0.000,0.069,1.420,,,,,0.002,58.330,,,,,,,,,,,,,,,229519.000,0.000,22.034,0.000,7314.714,0.702,514.000
102,2020-06-07,2997.000,17.000,11.429,180.000,0.000,0.714,287.536,1.631,1.097,17.269,0.000,0.069,1.460,2.917,0.280,30.145,2.892,0.002,58.330,,,,,,,,,,,,,,,229519.000,0.000,22.034,0.000,7000.143,0.672,501.300
103,2020-06-08,3049.000,52.000,18.714,182.000,2.000,0.429,292.525,4.989,1.797,17.461,0.192,0.041,1.470,,,,,0.003,58.330,,,,,,,,,,,,,,,229519.000,0.000,22.034,0.000,6728.000,0.646,359.500
104,2020-06-09,3058.000,9.000,17.286,183.000,1.000,0.571,293.388,0.863,1.659,17.557,0.096,0.055,1.390,,,,,0.003,58.330,,,,,,,,,,,,,,,231759.000,2240.000,22.249,0.215,6595.571,0.633,381.600
105,2020-06-10,3068.000,10.000,18.714,183.000,0.000,0.571,294.347,0.959,1.797,17.557,0.000,0.055,1.330,,,,,0.003,58.330,,,,,,,,,,,,,,,237276.000,5517.000,22.778,0.530,6192.429,0.594,341.700
106,2020-06-11,3088.000,20.000,19.429,183.000,0.000,0.429,296.266,1.919,1.865,17.557,0.000,0.041,1.300,,,,,0.003,58.330,,,,,,,,,,,,,,,240924.000,3648.000,23.129,0.350,6713.571,0.645,318.700
107,2020-06-12,3108.000,20.000,20.143,183.000,0.000,0.429,298.185,1.919,1.934,17.557,0.000,0.041,1.270,,,,,0.003,58.330,,,,,,,,,,,,,,,243867.000,2943.000,23.411,0.283,2049.714,0.197,291.100
108,2020-06-13,3112.000,4.000,18.857,183.000,0.000,0.429,298.569,0.384,1.810,17.557,0.000,0.041,1.240,,,,,0.004,58.330,,,,,,,,,,,,,,,247452.000,3585.000,23.755,0.344,2561.857,0.246,270.700
109,2020-06-14,3121.000,9.000,17.714,183.000,0.000,0.429,299.432,0.863,1.701,17.557,0.000,0.041,1.240,7.779,0.746,18.476,1.773,0.004,58.330,,,,,,,,,,,,,,,250923.000,3471.000,24.089,0.333,3057.714,0.294,244.400
110,2020-06-15,3134.000,13.000,12.143,184.000,1.000,0.286,300.680,1.247,1.166,17.653,0.096,0.027,1.240,,,,,0.003,44.440,,,,,,,,,,,,,,,254854.000,3931.000,24.466,0.377,3619.286,0.347,298.000
111,2020-06-16,3148.000,14.000,12.857,185.000,1.000,0.286,302.023,1.343,1.234,17.749,0.096,0.027,1.260,,,,,0.003,44.440,,,,,,,,,,,,,,,259736.000,4882.000,24.935,0.469,3996.714,0.384,310.900
112,2020-06-17,3203.000,55.000,19.286,187.000,2.000,0.571,307.300,5.277,1.851,17.941,0.192,0.055,1.290,,,,,0.004,44.440,,,,,,,,,,,,,,,264930.000,5194.000,25.433,0.499,3950.571,0.379,225.300
113,2020-06-18,3227.000,24.000,19.857,188.000,1.000,0.714,309.602,2.303,1.906,18.037,0.096,0.069,1.230,,,,,0.004,44.440,,,,,,,,,,,,,,,270338.000,5408.000,25.952,0.519,4202.000,0.403,237.900
114,2020-06-19,3237.000,10.000,18.429,189.000,1.000,0.857,310.562,0.959,1.769,18.133,0.096,0.082,1.180,,,,,0.004,44.440,,,,,,,,,,,,,,,274711.000,4373.000,26.372,0.420,4406.286,0.423,239.100
115,2020-06-20,3256.000,19.000,20.571,190.000,1.000,1.000,312.384,1.823,1.975,18.229,0.096,0.096,1.150,,,,,0.005,44.440,,,,,,,,,,,,,,,278895.000,4184.000,26.774,0.402,4491.857,0.431,218.400
116,2020-06-21,3266.000,10.000,20.714,190.000,0.000,1.000,313.344,0.959,1.989,18.229,0.000,0.096,1.130,1.945,0.187,,,0.005,44.440,,,,,,,,,,,,,,,283146.000,4251.000,27.182,0.408,4603.286,0.442,222.200
117,2020-06-22,3287.000,21.000,21.857,190.000,0.000,0.857,315.359,2.015,2.098,18.229,0.000,0.082,1.100,,,,,0.005,50.000,,,,,,,,,,,,,,,285989.000,2843.000,27.455,0.273,4447.857,0.427,203.500
118,2020-06-23,3302.000,15.000,22.000,190.000,0.000,0.714,316.798,1.439,2.112,18.229,0.000,0.069,1.080,,,,,0.005,50.000,,,,,,,,,,,,,,,291187.000,5198.000,27.954,0.499,4493.000,0.431,204.200
