,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,positive_rate,stringency_index,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_raw,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_per_million,new_people_vaccinated,new_people_vaccinated_per_hundred,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_per_thousand_smoothed,tests_per_case
369,2021-03-01,192270.000,1170.000,1656.857,6534.000,30.000,30.429,18446.605,112.251,159.058,626.879,2.878,2.921,1.220,,,,,0.039,88.890,921189.000,594053.000,327136.000,28515.000,27254.000,8.880,5.730,3.150,2628.000,15319.000,0.148,27597.143,2661.000,0.150,5253798.000,17936.000,504.365,1.722,42238.571,4.055,25.500
370,2021-03-02,194582.000,2312.000,1685.571,6557.000,23.000,30.571,18668.421,221.816,161.815,629.086,2.207,2.935,1.220,,,,,0.046,88.890,957139.000,617737.000,339402.000,35950.000,27788.000,9.230,5.960,3.270,2679.000,16084.000,0.155,27753.429,2676.000,0.151,5315053.000,61255.000,510.245,5.880,43054.571,4.133,21.700
371,2021-03-03,197279.000,2697.000,1799.000,6597.000,40.000,32.286,18927.175,258.753,172.704,632.924,3.838,3.099,1.220,,,,,0.041,88.890,991409.000,643218.000,348191.000,34270.000,28152.000,9.560,6.200,3.360,2715.000,17244.000,0.166,27883.714,2688.571,0.153,5369606.000,54553.000,515.482,5.237,43817.143,4.206,24.400
372,2021-03-04,199496.000,2217.000,1861.000,6632.000,35.000,31.714,19139.876,212.702,178.656,636.282,3.358,3.045,1.210,,,,,0.042,88.890,1024711.000,669152.000,355559.000,33302.000,28334.000,9.880,6.450,3.430,2732.000,18445.000,0.178,28006.286,2700.429,0.157,5425308.000,55702.000,520.830,5.347,44596.429,4.281,24.000
373,2021-03-05,201677.000,2181.000,1925.143,6664.000,32.000,32.143,19349.124,209.248,184.814,639.352,3.070,3.086,1.200,,,,,0.042,88.890,1059304.000,697876.000,361427.000,34593.000,28857.000,10.210,6.730,3.490,2783.000,20214.000,0.195,28190.714,2718.286,0.164,5481369.000,56061.000,526.211,5.382,45414.571,4.360,23.600
374,2021-03-06,203978.000,2301.000,2021.000,6705.000,41.000,33.857,19569.884,220.761,194.016,643.285,3.934,3.250,1.190,,,,,0.044,88.890,1091749.000,725388.000,366360.000,32445.000,29418.000,10.530,6.990,3.530,2837.000,21888.000,0.211,28467.000,2745.000,0.173,5534478.000,53109.000,531.310,5.098,46420.857,4.456,23.000
375,2021-03-07,205120.000,1142.000,2002.857,6758.000,53.000,36.286,19679.449,109.565,192.274,648.370,5.085,3.483,1.180,213.935,20.525,2501.090,239.957,0.043,88.890,1091749.000,725388.000,366360.000,32445.000,29343.000,10.530,6.990,3.530,2829.000,22343.000,0.215,28449.429,2743.286,0.181,5558976.000,24498.000,533.662,2.352,46159.143,4.431,23.000
376,2021-03-08,206281.000,1161.000,2001.571,6797.000,39.000,37.571,19790.837,111.388,192.151,652.112,3.742,3.607,1.170,,,,,0.043,88.890,1126060.000,753636.000,372423.000,32445.000,29267.000,10.860,7.270,3.590,2822.000,22798.000,0.220,28737.000,2771.000,0.191,5578001.000,19025.000,535.488,1.826,46314.714,4.446,23.100
377,2021-03-09,209462.000,3181.000,2125.714,6843.000,46.000,40.857,20096.026,305.189,204.069,656.525,4.413,3.922,1.170,,,,,0.046,88.890,1158386.000,780536.000,377848.000,32326.000,28750.000,11.170,7.530,3.640,2772.000,23257.000,0.224,28874.429,2784.286,0.201,5638039.000,60038.000,541.252,5.764,46140.857,4.430,21.700
378,2021-03-10,212091.000,2629.000,2116.000,6886.000,43.000,41.286,20348.255,252.229,203.136,660.651,4.125,3.963,1.160,,,,,0.046,88.890,1190723.000,807280.000,383441.000,32337.000,28473.000,11.480,7.780,3.700,2746.000,23437.000,0.226,28920.286,2788.714,0.210,5689821.000,51782.000,546.223,4.971,45745.000,4.392,21.600
379,2021-03-11,214661.000,2570.000,2166.429,6937.000,51.000,43.571,20594.824,246.569,207.977,665.544,4.893,4.183,1.150,,,,,0.048,88.890,1222393.000,831761.000,390629.000,31670.000,28240.000,11.790,8.020,3.770,2723.000,23230.000,0.224,28906.857,2787.429,0.216,5739899.000,50078.000,551.030,4.807,44941.571,4.314,20.700
380,2021-03-12,217018.000,2357.000,2191.571,6986.000,49.000,46.000,20820.957,226.133,210.391,670.245,4.701,4.416,1.140,,,,,0.050,88.890,1254087.000,855151.000,398933.000,31694.000,27826.000,12.090,8.250,3.850,2683.000,22468.000,0.217,28759.571,2773.143,0.220,5787456.000,47557.000,555.596,4.565,43726.714,4.198,20.000
381,2021-03-13,219521.000,2503.000,2220.429,7038.000,52.000,47.571,21061.098,240.141,213.161,675.234,4.989,4.567,1.130,,,,,0.051,88.890,1283472.000,877402.000,406067.000,29385.000,27389.000,12.380,8.460,3.920,2641.000,21716.000,0.209,28469.714,2745.143,0.219,5837795.000,50339.000,560.428,4.833,43331.000,4.160,19.500
382,2021-03-14,221147.000,1626.000,2289.571,7091.000,53.000,47.571,21217.098,156.000,219.799,680.319,5.085,4.567,1.120,299.508,28.735,3081.631,295.655,0.054,88.890,1283472.000,877402.000,406067.000,29385.000,25079.000,12.380,8.460,3.920,2418.000,19716.000,0.190,27860.571,2686.429,0.216,5856618.000,18823.000,562.235,1.807,42520.286,4.082,18.600
383,2021-03-15,222281.000,1134.000,2285.714,7137.000,46.000,48.571,21325.895,108.797,219.429,684.732,4.413,4.663,1.110,,,,,0.055,88.890,1285437.000,877644.000,407790.000,29385.000,22768.000,12.390,8.460,3.930,2195.000,17715.000,0.171,26932.143,2596.857,0.209,5868332.000,11714.000,563.360,1.125,41475.857,3.982,18.100
384,2021-03-16,223789.000,1508.000,2046.714,7196.000,59.000,50.429,21470.574,144.679,196.485,690.393,5.661,4.841,1.100,,,,,0.059,88.890,1316554.000,895920.000,420630.000,31117.000,22595.000,12.690,8.640,4.060,2179.000,16483.000,0.159,26052.857,2512.143,0.199,5880791.000,12459.000,564.556,1.196,34678.857,3.329,16.900
385,2021-03-17,227247.000,3458.000,2165.143,7252.000,56.000,52.286,21802.339,331.765,207.854,695.765,5.373,5.019,1.120,,,,,0.060,87.960,1345735.000,915641.000,430089.000,29181.000,22145.000,12.980,8.830,4.150,2135.000,15480.000,0.149,25148.857,2424.857,0.188,5944445.000,63654.000,570.667,6.111,36374.857,3.492,16.800
386,2021-03-18,230317.000,3070.000,2236.571,7297.000,45.000,51.429,22096.878,294.539,214.711,700.083,4.317,4.937,1.120,,,,,0.061,87.960,1375828.000,935269.000,440554.000,30093.000,21919.000,13.270,9.020,4.250,2114.000,14787.000,0.143,24245.857,2337.857,0.177,5998051.000,53606.000,575.813,5.146,36878.857,3.540,16.500
387,2021-03-19,233079.000,2762.000,2294.429,7361.000,64.000,53.571,22361.868,264.989,220.265,706.223,6.140,5.143,1.120,,,,,0.061,87.960,1407064.000,956745.000,450314.000,31236.000,21854.000,13.570,9.230,4.340,2107.000,14513.000,0.140,23392.714,2255.571,0.166,6050901.000,52850.000,580.886,5.074,37635.000,3.613,16.400
388,2021-03-20,235611.000,2532.000,2298.571,7421.000,60.000,54.714,22604.791,242.923,220.663,711.979,5.756,5.253,1.110,,,,,0.061,87.960,1436491.000,977045.000,459441.000,29427.000,21860.000,13.850,9.420,4.430,2108.000,14235.000,0.137,22602.857,2179.429,0.156,6101959.000,51058.000,585.788,4.902,37737.714,3.623,16.400
389,2021-03-21,237125.000,1514.000,2282.571,7462.000,41.000,53.000,22750.046,145.255,219.127,715.913,3.934,5.088,1.110,332.571,31.907,3215.827,308.530,0.061,87.960,1436491.000,977045.000,459441.000,29427.000,24043.000,13.850,9.420,4.430,2318.000,15711.000,0.151,22454.857,2165.143,0.150,6120017.000,18058.000,587.522,1.734,37628.429,3.612,16.500
390,2021-03-22,238830.000,1705.000,2364.143,7531.000,69.000,56.286,22913.625,163.580,226.958,722.533,6.620,5.403,1.110,,,,,0.062,87.960,1469020.000,997959.000,471056.000,29427.000,26226.000,14.170,9.620,4.540,2529.000,17188.000,0.166,22948.857,2212.857,0.149,6134091.000,14074.000,588.873,1.351,37965.571,3.645,16.100
391,2021-03-23,242347.000,3517.000,2651.143,7582.000,51.000,55.143,23251.050,337.425,254.510,727.426,4.893,5.294,1.100,,,,,0.058,87.960,1503487.000,1018670.000,484812.000,34467.000,26705.000,14.500,9.820,4.670,2575.000,17536.000,0.169,23536.000,2269.429,0.151,6198512.000,64421.000,595.057,6.184,45388.714,4.357,17.100
392,2021-03-24,245405.000,3058.000,2594.000,7649.000,67.000,56.714,23544.438,293.388,249.024,733.854,6.428,5.445,1.090,,,,,0.059,87.960,1536957.000,1035543.000,501409.000,33470.000,27317.000,14.820,9.990,4.830,2634.000,17129.000,0.165,24274.857,2340.714,0.153,6254327.000,55815.000,600.415,5.358,44268.857,4.250,17.100
393,2021-03-25,247992.000,2587.000,2525.000,7701.000,52.000,57.714,23792.638,248.200,242.400,738.843,4.989,5.541,1.080,,,,,0.057,87.960,1537104.000,1035659.000,501440.000,147.000,23039.000,14.820,9.990,4.840,2222.000,14341.000,0.138,24434.857,2356.143,0.152,6307247.000,52920.000,605.496,5.080,44170.857,4.240,17.500
394,2021-03-26,249458.000,1466.000,2339.857,7754.000,53.000,56.143,23933.288,140.650,224.626,743.928,5.085,5.390,1.080,,,,,0.061,87.960,1572726.000,1046291.000,526429.000,35622.000,23666.000,15.170,10.090,5.080,2282.000,12792.000,0.123,24693.714,2381.143,0.150,6318789.000,11542.000,606.604,1.108,38269.714,3.674,16.400
395,2021-03-27,252590.000,3132.000,2425.571,7826.000,72.000,57.857,24233.776,300.488,232.855,750.835,6.908,5.554,1.100,,,,,0.062,87.960,1604238.000,1055744.000,548488.000,31512.000,23964.000,15.470,10.180,5.290,2311.000,11243.000,0.108,24994.286,2410.143,0.146,6376947.000,58158.000,612.187,5.583,39284.000,3.771,16.200
396,2021-03-28,254031.000,1441.000,2415.143,7880.000,54.000,59.714,24372.027,138.251,231.854,756.016,5.181,5.733,1.100,329.654,31.627,3042.734,291.923,0.061,87.960,1604238.000,1055744.000,548488.000,31512.000,23886.000,15.470,10.180,5.290,2303.000,10544.000,0.102,24971.857,2408.000,0.139,6398225.000,21278.000,614.230,2.043,39744.000,3.815,16.500
397,2021-03-29,255755.000,1724.000,2417.857,7945.000,65.000,59.143,24537.429,165.403,232.114,762.252,6.236,5.678,1.110,,,,,0.061,87.960,1635676.000,1066873.000,568796.000,31512.000,23808.000,15.770,10.290,5.480,2296.000,9845.000,0.095,24626.429,2374.714,0.129,6413832.000,15607.000,615.728,1.498,39963.000,3.836,16.500
398,2021-03-30,260077.000,4322.000,2532.857,8017.000,72.000,62.143,24952.087,414.658,243.154,769.160,6.908,5.966,1.120,,,,,0.063,87.960,1668956.000,1080658.000,588291.000,33280.000,23638.000,16.090,10.420,5.670,2279.000,8855.000,0.085,24188.286,2332.429,0.117,6479811.000,65979.000,622.062,6.334,40185.571,3.858,15.900
399,2021-03-31,263689.000,3612.000,2612.000,8093.000,76.000,63.429,25298.626,346.539,250.752,776.452,7.292,6.089,1.110,,,,,0.065,87.960,1699807.000,1092633.000,607167.000,30851.000,23264.000,16.390,10.540,5.850,2243.000,8156.000,0.079,23609.286,2276.571,0.104,6535746.000,55935.000,627.432,5.370,40202.714,3.859,15.400
400,2021-04-01,267172.000,3483.000,2740.000,8160.000,67.000,65.571,25632.789,334.163,263.040,782.880,6.428,6.295,1.110,,,,,0.068,87.960,1739051.000,1114363.000,624681.000,39244.000,28850.000,16.770,10.750,6.020,2782.000,11243.000,0.108,24439.429,2356.571,0.100,6589204.000,53458.000,632.564,5.132,40279.571,3.867,14.700
401,2021-04-02,270230.000,3058.000,2967.429,8232.000,72.000,68.286,25926.178,293.388,284.873,789.788,6.908,6.555,1.100,,,,,0.063,87.960,1777502.000,1135585.000,641909.000,38451.000,29254.000,17.140,10.950,6.190,2821.000,12756.000,0.123,25237.714,2433.571,0.100,6646107.000,56903.000,638.026,5.463,46759.714,4.489,15.800
402,2021-04-03,273459.000,3229.000,2981.286,8302.000,70.000,68.000,26235.971,309.794,286.203,796.503,6.716,6.528,1.090,,,,,0.063,87.960,1830362.000,1171420.000,658934.000,52860.000,32303.000,17.650,11.300,6.350,3115.000,16525.000,0.159,26429.000,2548.429,0.107,6708228.000,62121.000,643.990,5.964,47325.857,4.543,15.900
403,2021-04-04,275414.000,1955.000,3054.714,8380.000,78.000,71.429,26423.536,187.565,293.253,803.987,7.483,6.857,1.080,332.571,31.907,3379.195,324.204,0.064,87.960,1830362.000,1171420.000,658934.000,52860.000,34058.000,17.650,11.300,6.350,3284.000,19392.000,0.187,27882.143,2688.571,0.119,6731522.000,23294.000,646.226,2.236,47613.857,4.571,15.600
404,2021-04-05,277277.000,1863.000,3074.571,8453.000,73.000,72.571,26602.275,178.738,295.159,810.991,7.004,6.967,1.070,,,,,0.064,87.960,1886370.000,1222682.000,663680.000,52860.000,35813.000,18.190,11.790,6.400,3453.000,22258.000,0.215,29597.143,2853.857,0.137,6747854.000,16332.000,647.794,1.568,47717.429,4.581,15.500
405,2021-04-06,281570.000,4293.000,3070.429,8532.000,79.000,73.571,27014.150,411.875,294.761,818.570,7.579,7.063,1.060,,,,,0.063,87.960,1946339.000,1269938.000,676393.000,59969.000,39626.000,18.770,12.250,6.520,3821.000,27040.000,0.261,31881.143,3074.143,0.162,6823036.000,75182.000,655.011,7.217,49032.143,4.707,16.000
406,2021-04-07,285015.000,3445.000,3046.571,8607.000,75.000,73.429,27344.667,330.517,292.471,825.765,7.196,7.049,1.040,,,,,0.062,87.960,2003644.000,1312896.000,690740.000,57305.000,43405.000,19.320,12.660,6.660,4185.000,31466.000,0.303,34758.429,3351.571,0.194,6878215.000,55179.000,660.309,5.297,48924.143,4.697,16.100
407,2021-04-08,288230.000,3215.000,3008.286,8680.000,73.000,74.286,27653.118,308.451,288.795,832.769,7.004,7.131,1.030,,,,,0.061,87.960,2058750.000,1353956.000,704785.000,55106.000,45671.000,19.850,13.060,6.800,4404.000,34228.000,0.330,37161.429,3583.286,0.225,6936671.000,58456.000,665.920,5.612,49638.143,4.765,16.500
408,2021-04-09,290964.000,2734.000,2962.000,8758.000,78.000,75.143,27915.421,262.303,284.352,840.253,7.483,7.214,1.020,,,,,0.060,87.960,2114222.000,1394013.000,720200.000,55472.000,48103.000,20.390,13.440,6.940,4638.000,36918.000,0.356,39854.143,3842.857,0.259,6994041.000,57370.000,671.428,5.508,49704.857,4.772,16.800
409,2021-04-10,293763.000,2799.000,2900.571,8833.000,75.000,75.857,28183.961,268.539,278.455,847.448,7.196,7.282,1.020,,,,,0.058,87.960,2169353.000,1435503.000,733840.000,55131.000,48427.000,20.920,13.840,7.080,4670.000,37726.000,0.364,42157.571,4065.000,0.288,7059912.000,65871.000,677.752,6.324,50240.571,4.823,17.300
410,2021-04-11,295480.000,1717.000,2866.571,8885.000,52.000,72.143,28348.692,164.731,275.191,852.437,4.989,6.926,1.010,340.351,32.654,3646.613,349.860,0.056,87.960,2169353.000,1435503.000,733840.000,55131.000,48464.000,20.920,13.840,7.080,4673.000,37277.000,0.359,44215.571,4263.429,0.313,7088799.000,28887.000,680.525,2.773,51039.571,4.900,17.800
411,2021-04-12,297086.000,1606.000,2829.857,8961.000,76.000,72.571,28502.773,154.081,271.666,859.729,7.292,6.967,1.010,,,,,0.055,87.960,2225878.000,1480479.000,745389.000,55131.000,48501.000,21.460,14.280,7.190,4677.000,36828.000,0.355,46028.143,4438.286,0.333,7109471.000,20672.000,682.509,1.985,51659.571,4.959,18.300
412,2021-04-13,301103.000,4017.000,2790.429,9054.000,93.000,74.571,28888.169,385.396,267.881,868.651,8.923,7.159,1.000,,,,,0.054,87.960,2280934.000,1524902.000,756022.000,55056.000,47799.000,21.990,14.700,7.290,4609.000,36423.000,0.351,47195.714,4550.857,0.345,7185541.000,76070.000,689.812,7.303,51786.429,4.971,18.600
413,2021-04-14,304184.000,3081.000,2738.429,9135.000,81.000,75.429,29183.763,295.595,262.889,876.422,7.771,7.241,1.000,,,,,0.052,87.960,2334557.000,1569559.000,764988.000,53623.000,47273.000,22.510,15.130,7.380,4558.000,36666.000,0.354,47748.286,4604.143,0.353,7249251.000,63710.000,695.928,6.116,53005.143,5.088,19.400
414,2021-04-15,308006.000,3822.000,2825.143,9239.000,104.000,79.857,29550.450,366.687,271.214,886.400,9.978,7.666,0.990,,,,,0.045,87.960,2387148.000,1620067.000,767071.000,52591.000,46914.000,23.020,15.620,7.400,4524.000,38016.000,0.367,47925.857,4621.286,0.358,7314249.000,64998.000,702.168,6.240,53939.714,5.178,22.400
415,2021-04-16,311033.000,3027.000,2867.000,9330.000,91.000,81.714,29840.864,290.414,275.232,895.131,8.731,7.845,0.990,,,,,0.059,87.960,2440210.000,1671324.000,768876.000,53062.000,46570.000,23.530,16.120,7.410,4491.000,39616.000,0.382,47706.857,4600.286,0.362,7379458.000,65209.000,708.428,6.260,55059.571,5.286,16.900
416,2021-04-17,313444.000,2411.000,2811.571,9397.000,67.000,80.571,30072.178,231.314,269.911,901.559,6.428,7.735,0.980,,,,,0.051,87.960,2491857.000,1721650.000,770197.000,51647.000,46072.000,24.030,16.600,7.430,4442.000,40878.000,0.394,47370.429,4567.714,0.366,7443639.000,64181.000,714.589,6.161,54818.143,5.263,19.500
417,2021-04-18,315273.000,1829.000,2827.571,9462.000,65.000,82.429,30247.655,175.476,271.447,907.795,6.236,7.913,0.970,381.193,36.572,3486.162,334.466,0.052,87.960,2491857.000,1721650.000,770197.000,51647.000,45913.000,24.030,16.600,7.430,4427.000,41413.000,0.399,47006.000,4532.571,0.372,7468808.000,25169.000,717.006,2.416,54287.000,5.212,19.200
418,2021-04-19,316879.000,1606.000,2827.571,9540.000,78.000,82.714,30401.736,154.081,271.447,915.279,7.483,7.941,0.960,,,,,0.052,87.960,2546154.000,1774120.000,772024.000,51647.000,45754.000,24.550,17.110,7.440,4412.000,41949.000,0.404,46613.571,4494.714,0.379,7489656.000,20848.000,719.007,2.001,54312.143,5.214,19.200
419,2021-04-20,320629.000,3750.000,2789.429,9627.000,87.000,81.857,30761.516,359.779,267.785,923.625,8.347,7.858,0.950,,,,,0.051,87.960,2600998.000,1826618.000,774370.000,54844.000,45723.000,25.080,17.610,7.470,4409.000,43102.000,0.416,46317.000,4466.143,0.388,7568084.000,78428.000,726.536,7.529,54649.000,5.246,19.600
420,2021-04-21,323639.000,3010.000,2779.286,9713.000,86.000,82.571,31050.298,288.783,266.811,931.876,8.251,7.927,0.950,,,,,0.051,87.960,2652448.000,1876009.000,776429.000,51450.000,45413.000,25.580,18.090,7.490,4379.000,43779.000,0.422,46051.286,4440.571,0.398,7629407.000,61323.000,732.423,5.887,54308.000,5.214,19.500
421,2021-04-22,326395.000,2756.000,2627.000,9788.000,75.000,78.429,31314.712,264.414,252.192,939.072,7.196,7.529,0.940,,,,,0.059,71.300,2708780.000,1924630.000,784140.000,56332.000,45947.000,26.120,18.560,7.560,4430.000,43509.000,0.420,45913.143,4427.143,0.405,7692455.000,63048.000,738.476,6.053,54029.429,5.187,17.000
422,2021-04-23,329134.000,2739.000,2585.857,9864.000,76.000,76.286,31577.495,262.783,248.242,946.364,7.292,7.323,0.930,,,,,0.043,71.300,2765367.000,1971361.000,793996.000,56587.000,46451.000,26.670,19.010,7.660,4479.000,42862.000,0.413,45896.143,4425.429,0.410,7758817.000,66362.000,744.846,6.371,54194.143,5.203,23.500
423,2021-04-24,331730.000,2596.000,2612.286,9950.000,86.000,79.000,31826.558,249.063,250.779,954.614,8.251,7.584,0.930,,,,,0.048,71.300,2821625.000,2004512.000,817103.000,56258.000,47110.000,27.210,19.330,7.880,4543.000,40409.000,0.390,46044.429,4439.857,0.409,7824968.000,66151.000,751.197,6.350,54475.571,5.230,20.900
424,2021-04-25,333129.000,1399.000,2550.857,10007.000,57.000,77.857,31960.780,134.222,244.882,960.083,5.469,7.474,0.920,323.819,31.068,3214.854,308.437,0.047,71.300,2821625.000,2004512.000,817103.000,56258.000,47630.000,27.210,19.330,7.880,4593.000,38631.000,0.372,46289.714,4463.571,0.405,7848074.000,23106.000,753.415,2.218,54180.857,5.201,21.200
425,2021-04-26,334436.000,1307.000,2508.143,10087.000,80.000,78.143,32086.175,125.395,240.782,967.758,7.675,7.502,0.910,,,,,0.046,71.300,2883199.000,2032090.000,851099.000,56258.000,48149.000,27.800,19.590,8.210,4643.000,36853.000,0.355,46631.857,4496.571,0.398,7870447.000,22373.000,755.563,2.148,54398.714,5.222,21.700
426,2021-04-27,337723.000,3287.000,2442.000,10179.000,92.000,78.857,32401.534,315.359,234.432,976.585,8.827,7.570,0.910,,,,,0.045,71.300,2945058.000,2063824.000,881224.000,61859.000,49151.000,28.400,19.900,8.500,4739.000,33887.000,0.327,47121.571,4543.714,0.386,7947301.000,76854.000,762.941,7.378,54173.857,5.201,22.200
427,2021-04-28,340493.000,2770.000,2407.714,10242.000,63.000,75.571,32667.291,265.757,231.141,982.629,6.044,7.255,0.900,,,,,0.044,71.300,3009488.000,2099343.000,910135.000,64430.000,51006.000,29.020,20.240,8.780,4918.000,31905.000,0.308,47920.571,4620.714,0.369,8008592.000,61291.000,768.825,5.884,54169.286,5.200,22.500
428,2021-04-29,342908.000,2415.000,2359.000,10315.000,73.000,75.286,32898.989,231.698,226.464,989.633,7.004,7.227,0.900,,,,,0.043,71.300,3075698.000,2131890.000,943798.000,66210.000,52417.000,29.660,20.560,9.100,5054.000,29609.000,0.286,48844.857,4709.857,0.350,8079691.000,71099.000,775.650,6.826,55319.429,5.311,23.500
429,2021-04-30,345033.000,2125.000,2271.286,10381.000,66.000,73.857,33102.863,203.875,218.043,995.965,6.332,7.090,0.890,,,,,0.044,71.300,3097693.000,2153560.000,944123.000,21995.000,47475.000,29.870,20.770,9.100,4578.000,26028.000,0.251,48991.143,4724.000,0.327,8136160.000,56469.000,781.071,5.421,53906.143,5.175,22.900
430,2021-05-01,346422.000,1389.000,2098.857,10453.000,72.000,71.857,33236.126,133.262,201.490,1002.873,6.908,6.898,0.890,,,,,0.043,71.300,3115339.000,2170847.000,944481.000,17646.000,41959.000,30.040,20.930,9.110,4046.000,23762.000,0.229,48255.286,4653.000,0.304,8165612.000,29452.000,783.899,2.827,48663.429,4.672,23.200
431,2021-05-02,346422.000,0.000,1899.000,10453.000,0.000,63.714,33236.126,0.000,182.304,1002.873,0.000,6.117,0.900,322.847,30.974,2934.794,281.568,0.040,71.300,3115339.000,2170847.000,944481.000,17646.000,39093.000,30.040,20.930,9.110,3770.000,23264.000,0.224,47035.714,4535.429,0.283,8165612.000,0.000,783.899,0.000,45362.571,4.355,24.800
432,2021-05-03,348568.000,2146.000,2018.857,10587.000,134.000,71.429,33442.015,205.890,193.810,1015.729,12.856,6.857,0.920,,,,,0.044,71.300,3136791.000,2191449.000,945331.000,17646.000,36227.000,30.250,21.130,9.120,3493.000,22766.000,0.220,45332.571,4371.143,0.264,8189449.000,23837.000,786.187,2.288,45571.714,4.375,22.600
433,2021-05-04,349936.000,1368.000,1744.714,10668.000,81.000,69.857,33573.263,131.247,167.493,1023.500,7.771,6.706,0.930,,,,,0.046,71.300,3201212.000,2214648.000,986552.000,64421.000,36593.000,30.870,21.350,9.510,3528.000,21546.000,0.208,43538.571,4198.143,0.247,8210960.000,21511.000,788.252,2.065,37665.571,3.616,21.600
434,2021-05-05,352027.000,2091.000,1647.714,10764.000,96.000,74.571,33773.876,200.613,158.181,1032.711,9.210,7.159,0.950,,,,,0.049,71.300,3309765.000,2272642.000,1041838.000,108553.000,42897.000,31.910,21.910,10.050,4136.000,24757.000,0.239,42380.143,4086.429,0.237,8244918.000,33958.000,791.512,3.260,33760.857,3.241,20.500
435,2021-05-06,355445.000,3418.000,1791.000,10847.000,83.000,76.000,34101.803,327.927,171.936,1040.674,7.963,7.296,0.980,,,,,0.051,71.300,3424441.000,2333913.000,1100081.000,114676.000,49820.000,33.020,22.500,10.610,4804.000,28860.000,0.278,42009.143,4050.714,0.236,8324935.000,80017.000,799.194,7.682,35034.857,3.363,19.600
436,2021-05-07,358116.000,2671.000,1869.000,10910.000,63.000,75.571,34358.062,256.259,179.424,1046.718,6.044,7.255,0.990,,,,,0.050,71.300,3535148.000,2391470.000,1158110.000,110707.000,62494.000,34.090,23.060,11.170,6026.000,33987.000,0.328,44154.714,4257.571,0.247,8386740.000,61805.000,805.127,5.933,35797.143,3.437,20.200
437,2021-05-08,360577.000,2461.000,2022.143,10978.000,68.000,75.000,34594.173,236.111,194.126,1053.242,6.524,7.200,0.990,,,,,0.051,71.300,3647616.000,2450303.000,1216683.000,112468.000,76040.000,35.170,23.630,11.730,7332.000,39922.000,0.385,49023.429,4727.000,0.269,8445689.000,58949.000,810.786,5.659,40011.000,3.841,19.800
438,2021-05-09,362004.000,1427.000,2226.000,11029.000,51.000,82.286,34731.081,136.908,213.696,1058.135,4.893,7.899,0.990,225.604,21.645,2569.161,246.488,0.054,71.300,3647616.000,2450303.000,1216683.000,112468.000,82580.000,35.170,23.630,11.730,7963.000,42517.000,0.410,55235.857,5326.000,0.295,8468558.000,22869.000,812.982,2.195,43278.000,4.155,18.700
439,2021-05-10,363904.000,1900.000,2190.857,11089.000,60.000,71.714,34913.369,182.288,210.322,1063.891,5.756,6.885,0.990,,,,,0.050,71.300,3760640.000,2507229.000,1277825.000,112468.000,89121.000,36.260,24.180,12.320,8593.000,45111.000,0.435,62792.143,6054.571,0.326,8496685.000,28127.000,815.682,2.700,43890.857,4.214,20.000
440,2021-05-11,367076.000,3172.000,2448.571,11141.000,52.000,67.571,35217.694,304.325,235.063,1068.880,4.989,6.487,0.980,,,,,0.046,71.300,3868356.000,2561858.000,1335798.000,107716.000,95306.000,37.300,24.700,12.880,9190.000,49601.000,0.478,71179.714,6863.429,0.365,8582255.000,85570.000,823.896,8.215,53042.143,5.092,21.700
441,2021-05-12,369554.000,2478.000,2503.857,11211.000,70.000,63.857,35455.436,237.742,240.370,1075.596,6.716,6.130,0.970,,,,,0.044,71.300,3973336.000,2615123.000,1392281.000,104980.000,94796.000,38.310,25.220,13.430,9141.000,48926.000,0.472,78593.857,7578.429,0.398,8645362.000,63107.000,829.955,6.058,57206.286,5.492,22.800
442,2021-05-13,371712.000,2158.000,2323.857,11266.000,55.000,59.857,35662.477,207.041,223.090,1080.873,5.277,5.746,0.950,,,,,0.043,71.300,4079168.000,2666895.000,1450838.000,105832.000,93532.000,39.330,25.720,13.990,9019.000,47569.000,0.459,84838.429,8180.571,0.424,8707677.000,62315.000,835.937,5.982,54677.429,5.249,23.500
443,2021-05-14,373881.000,2169.000,2252.143,11322.000,56.000,58.857,35870.574,208.096,216.206,1086.246,5.373,5.650,0.950,,,,,0.041,71.300,4185347.000,2718390.000,1510095.000,106179.000,92886.000,40.360,26.210,14.560,8957.000,46703.000,0.450,89180.143,8599.286,0.441,8772810.000,65133.000,842.190,6.253,55152.857,5.295,24.300
