Nodes,MAE_4,MAPE_4 1 Day,MAPE_4 3 Days,MAPE_4 7 days,MAPE_4,MSE_4,RMSE_4
20,35079.636,6.622,8.441,12.840,19.124,2498082985.650,38029.969
